DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,RT_per_letter_0back,RT_per_rect_1back_single,RT_per_letter_1bck,RT_per_rect_2back_single,RT_per_letter_2bck,participant,testing_mode,date,expName,psychopyVersion,expStart
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,567.485094070435,,4,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,550.789833068848,,5,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,584.200859069824,,6,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,534.090995788574,,7,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,false alarm,734.476804733276,1135.25891304016,,8,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,1387.47811317444,1500,,9,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,10,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,miss,None,16.3979530334473,,11,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1302.23894119263,,12,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,483.82306098938,899.818181991577,,13,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,767.879009246826,,14,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,986.685991287231,1337.34107017517,,15,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,701.07102394104,,16,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,450.588941574097,,17,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,549.142837524414,,18,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,517.393827438355,,19,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,550.779819488525,919.888019561768,,20,5,1back_single_training2,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,934.832096099854,,1,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,534.065961837769,,2,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,701.070070266724,,3,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,751.194000244141,,4,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,433.901071548462,801.275968551636,,5,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,649.332046508789,,6,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,650.982856750488,1051.75399780273,,7,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,734.464168548584,,8,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,751.175880432129,,9,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,717.761039733887,,10,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,500.68998336792,817.969083786011,,11,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,500.692129135132,,12,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,717.782974243164,,13,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,483.989953994751,,14,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,468.998908996582,769.57893371582,,15,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,550.76789855957,,16,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,550.77600479126,,17,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,565.834999084473,,18,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,517.381906509399,,19,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,650.990962982178,,20,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,650.957107543945,,21,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,567.471027374268,,22,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,467.288970947266,,23,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,567.487955093384,,24,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,549.129009246826,,25,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,567.489147186279,,26,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,634.286165237427,,27,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,617.559194564819,,28,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,868.044853210449,1168.63298416138,,29,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,483.991146087647,,30,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,600.903034210205,,31,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,634.281158447266,,32,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,684.376001358032,969.986915588379,,33,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,751.172065734863,,34,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,567.507028579712,,35,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,667.652130126953,,36,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,632.627010345459,,37,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,634.287118911743,,38,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,686.111927032471,,39,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,567.462921142578,,40,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,634.292840957642,,41,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,534.080028533936,,42,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,517.380952835083,,43,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,584.146022796631,,44,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,499.008893966675,,45,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,617.547988891602,,46,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,685.994148254395,,47,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,901.405811309814,1185.27293205261,,48,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,834.650993347168,1118.54195594788,,49,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,701.082944869995,,50,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,584.179878234863,,51,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,667.693138122559,,52,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,649.33180809021,,53,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,500.692844390869,,54,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,736.209869384766,,55,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,467.294931411743,,56,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,1118.54195594788,1502.62498855591,,57,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,600.872993469238,,58,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,601.32908821106,,59,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,817.974090576172,,60,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,584.191799163818,,61,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,734.483957290649,,62,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,567.420959472656,,63,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,467.24796295166,,64,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,602.56290435791,,65,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,650.949954986572,,66,6,1back_single_main,1,,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
