DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,participant,testing_mode,date,expName,psychopyVersion,expStart,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,86,6,1back_single_main,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1500,,87,6,1back_single_main,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,1500,,88,6,1back_single_main,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,1500,,89,6,1back_single_main,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,1500,,90,6,1back_single_main,1,,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,947.5755679607391,947.5755770206451,#2AB7EF,False,correct rejection,None,2000,text_06,1,7,1back_dual_main_click,1,Julia,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,2,7,1back_dual_main_click,1,Baer,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,3,7,1back_dual_main_click,1,arbeitet,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,4,7,1back_dual_main_click,1,allein,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,5,7,1back_dual_main_click,1,als,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,213.57202529907227,text_06,6,7,1back_dual_main_click,1,Naturschutzwartin,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,miss,None,2000,text_06,7,7,1back_dual_main_click,1,im,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,8,7,1back_dual_main_click,1,Auftrag,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,9,7,1back_dual_main_click,1,des,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,10,7,1back_dual_main_click,1,Nabu,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,11,7,1back_dual_main_click,1,auf,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,833.0099582672119,2000,text_06,12,7,1back_dual_main_click,1,der,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,1901.5858173370361,2000,text_06,13,7,1back_dual_main_click,1,Nordseeinsel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,14,7,1back_dual_main_click,1,Trischen.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,15,7,1back_dual_main_click,1,Ihre,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,16,7,1back_dual_main_click,1,Aufgabe,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,17,7,1back_dual_main_click,1,ist,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,515.3510570526123,2000,text_06,18,7,1back_dual_main_click,1,"es,",,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,19,7,1back_dual_main_click,1,Vögel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,20,7,1back_dual_main_click,1,wie,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,21,7,1back_dual_main_click,1,"Regenpfeifer,",,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,22,7,1back_dual_main_click,1,Austernfischer,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,23,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,24,7,1back_dual_main_click,1,Rotschenkel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,732.4340343475342,2000,text_06,25,7,1back_dual_main_click,1,zu,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,26,7,1back_dual_main_click,1,beobachten,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,27,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,28,7,1back_dual_main_click,1,zu,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,29,7,1back_dual_main_click,1,zählen.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,30,7,1back_dual_main_click,1,Die,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,31,7,1back_dual_main_click,1,studierte,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,32,7,1back_dual_main_click,1,Landschafts-,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,33,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,34,7,1back_dual_main_click,1,Meeresökologin,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,35,7,1back_dual_main_click,1,lebt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,36,7,1back_dual_main_click,1,in,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,37,7,1back_dual_main_click,1,einer,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,false alarm,1650.9170532226562,2000,text_06,38,7,1back_dual_main_click,1,kleinen,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,false alarm,163.5758876800537,2000,text_06,39,7,1back_dual_main_click,1,Holzhütte,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,false alarm,81.52294158935547,2000,text_06,40,7,1back_dual_main_click,1,ohne,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,false alarm,81.21514320373535,2000,text_06,41,7,1back_dual_main_click,1,fließendes,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,false alarm,197.71981239318848,2000,text_06,42,7,1back_dual_main_click,1,Wasser,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,false alarm,81.55202865600586,2000,text_06,43,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,false alarm,98.63114356994629,2000,text_06,44,7,1back_dual_main_click,1,nutzt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,97.40686416625977,2000,text_06,45,7,1back_dual_main_click,1,Solarzellen,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,46,7,1back_dual_main_click,1,für,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,47,7,1back_dual_main_click,1,Strom.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,48,7,1back_dual_main_click,1,Einmal,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,49,7,1back_dual_main_click,1,pro,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,miss,None,2000,text_06,50,7,1back_dual_main_click,1,Woche,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,498.15893173217773,2000,text_06,51,7,1back_dual_main_click,1,bringt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,52,7,1back_dual_main_click,1,der,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,53,7,1back_dual_main_click,1,pensionierte,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,54,7,1back_dual_main_click,1,Fischer,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,55,7,1back_dual_main_click,1,Axel,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,56,7,1back_dual_main_click,1,Rohwedder,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,57,7,1back_dual_main_click,1,Vorräte,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,58,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,631.9379806518555,2000,text_06,59,7,1back_dual_main_click,1,ein,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,60,7,1back_dual_main_click,1,bisschen,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,61,7,1back_dual_main_click,1,Gesellschaft.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,62,7,1back_dual_main_click,1,Julia,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,665.6689643859863,2000,text_06,63,7,1back_dual_main_click,1,liebt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,64,7,1back_dual_main_click,1,die,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,65,7,1back_dual_main_click,1,Abgeschiedenheit,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,66,7,1back_dual_main_click,1,und,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,67,7,1back_dual_main_click,1,den,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,614.9871349334717,2000,text_06,68,7,1back_dual_main_click,1,fehlenden,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,69,7,1back_dual_main_click,1,Großstadtlärm.,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,698.538064956665,2000,text_06,70,7,1back_dual_main_click,1,Obwohl,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,71,7,1back_dual_main_click,1,sie,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,72,7,1back_dual_main_click,1,meistens,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,73,7,1back_dual_main_click,1,allein,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,false alarm,767.1539783477783,2000,text_06,74,7,1back_dual_main_click,1,"ist,",,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,2000,text_06,75,7,1back_dual_main_click,1,fühlt,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,2000,text_06,76,7,1back_dual_main_click,1,sie,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,2000,text_06,77,7,1back_dual_main_click,1,sich,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,2000,text_06,78,7,1back_dual_main_click,1,nie,,,,,,,,,,,,,,,,,OA01,no,2024-08-22_10h54.07.157,EXNAT_3_training,2024.1.0,2024-08-22 10h54.19.658026 +0200,
